#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.69 -0.33  0.85653 -0.248 3.746  4.550 12.40  0.000 0.00 17.791 18.748 18.605 17.899 17.490 17.133 16.666 16.284 16.244  0.857 
 1   9.69 -0.31  0.93837 -0.037 3.770  4.473 10.30  0.000 0.00 15.161 15.850 15.832 15.227 14.866 14.546 14.144 13.816 13.784  0.938 
 1   9.69 -0.31  0.93225 -0.053 3.768  4.480 13.20  0.000 0.00 18.102 18.810 18.784 18.170 17.806 17.483 17.076 16.744 16.712  0.932 
 1   9.69 -0.29  0.69196 -0.761 3.671  4.669  9.90  0.000 0.00 16.573 18.724 17.996 16.989 16.375 15.880 15.171 14.579 14.504  0.692 
 1   9.69 -0.29  0.72673 -0.654 3.686  4.645 10.60  0.000 0.00 17.004 18.888 18.280 17.332 16.769 16.307 15.651 15.106 15.040  0.727 
 1   9.69 -0.27  0.36004 -1.686 3.586  4.971  8.50  0.000 0.00 17.486 21.003 19.896 18.560 17.647 16.794 15.831 15.234 15.061  0.360 
 1   9.69 -0.27  0.95745 -0.009 3.771  4.459 10.90  0.000 0.00 15.694 16.382 16.359 15.755 15.395 15.078 14.679 14.354 14.323  0.957 
 1   9.69 -0.27  0.76402 -0.546 3.702  4.621 11.50  0.000 0.00 17.636 19.266 18.774 17.883 17.367 16.937 16.334 15.836 15.778  0.764 
 1   9.69 -0.27  0.89848 -0.163 3.754  4.516 12.00  0.000 0.00 17.178 18.061 17.947 17.268 16.874 16.530 16.084 15.721 15.684  0.898 
 1   9.69 -0.27  1.02338  0.185 3.790  4.371 13.00  0.000 0.00 17.308 17.834 17.873 17.347 17.024 16.737 16.386 16.102 16.077  1.023 
 1   9.69 -0.25  0.42640 -1.508 3.596  4.905  8.10  0.000 0.00 16.641 19.970 18.915 17.622 16.741 15.950 15.016 14.392 14.239  0.426 
 1   9.69 -0.25  0.95085 -0.036 3.767  4.467 10.20  0.000 0.00 15.059 15.796 15.748 15.125 14.758 14.435 14.026 13.694 13.661  0.951 
 1   9.69 -0.25  0.77129 -0.533 3.703  4.617 10.70  0.000 0.00 16.802 18.421 17.933 17.044 16.531 16.103 15.504 15.010 14.952  0.771 
 1   9.69 -0.25  0.94605 -0.048 3.766  4.472 12.20  0.000 0.00 17.090 17.842 17.787 17.159 16.788 16.463 16.051 15.715 15.682  0.946 
 1   9.69 -0.23  0.60493 -1.036 3.636  4.748 10.60  0.000 0.00 17.961 20.728 19.778 18.624 17.882 17.284 16.461 15.793 15.693  0.605 
 1   9.69 -0.23  1.04790  0.223 3.792  4.348 11.30  0.000 0.00 15.513 16.039 16.071 15.547 15.226 14.941 14.594 14.314 14.289  1.048 
 1   9.69 -0.23  1.18614  0.658 3.802  4.007 11.60  0.000 0.00 14.726 15.188 15.219 14.743 14.445 14.178 13.856 13.601 13.577  1.186 
 1   9.69 -0.23  0.83359 -0.358 3.728  4.575 12.30  0.000 0.00 17.965 19.210 18.908 18.116 17.664 17.280 16.760 16.335 16.288  0.834 
 1   9.69 -0.23  1.08502  0.328 3.798  4.285 12.60  0.000 0.00 16.550 17.024 17.071 16.575 16.267 15.994 15.664 15.398 15.375  1.085 
 1   9.69 -0.21  0.33211 -1.771 3.578  4.990  6.40  0.000 0.00 15.597 19.276 18.128 16.768 15.830 14.910 13.914 13.329 13.144  0.332 
 1   9.69 -0.21  0.86370 -0.283 3.737  4.551 10.00  0.000 0.00 15.477 16.605 16.360 15.604 15.172 14.802 14.308 13.905 13.862  0.864 
 1   9.69 -0.21  0.60554 -1.040 3.635  4.748 10.50  0.000 0.00 17.870 20.661 19.701 18.542 17.795 17.194 16.367 15.697 15.596  0.606 
 1   9.69 -0.21  0.84759 -0.327 3.732  4.565 12.50  0.000 0.00 18.087 19.291 19.007 18.228 17.784 17.405 16.896 16.480 16.434  0.848 
 1   9.69 -0.21  1.05902  0.239 3.792  4.337 12.90  0.000 0.00 17.073 17.602 17.630 17.105 16.784 16.500 16.154 15.875 15.850  1.059 
 1   9.69 -0.19  0.51910 -1.281 3.612  4.828  9.30  0.000 0.00 17.271 20.389 19.362 18.123 17.296 16.590 15.698 15.035 14.909  0.519 
 1   9.69 -0.19  1.11046  0.363 3.797  4.255 11.20  0.000 0.00 15.063 15.557 15.590 15.086 14.776 14.501 14.168 13.902 13.878  1.110 
 1   9.69 -0.19  0.95964 -0.037 3.765  4.461 11.40  0.000 0.00 16.261 17.049 16.969 16.329 15.954 15.628 15.212 14.875 14.842  0.960 
 1   9.69 -0.19  0.81465 -0.430 3.716  4.588 11.90  0.000 0.00 17.746 19.192 18.784 17.939 17.456 17.051 16.492 16.035 15.983  0.815 
 1   9.69 -0.17  0.73606 -0.670 3.680  4.641  8.40  0.000 0.00 14.846 16.890 16.194 15.210 14.621 14.146 13.468 12.903 12.835  0.736 
 1   9.69 -0.17  0.56247 -1.168 3.622  4.788  9.80  0.000 0.00 17.489 20.501 19.483 18.269 17.473 16.814 15.946 15.267 15.153  0.562 
 1   9.69 -0.17  0.79149 -0.505 3.704  4.604 10.20  0.000 0.00 16.233 17.870 17.364 16.472 15.957 15.532 14.936 14.445 14.389  0.791 
 1   9.69 -0.17  0.76501 -0.583 3.693  4.622 11.00  0.000 0.00 17.227 19.050 18.456 17.520 16.972 16.525 15.891 15.366 15.304  0.765 
 1   9.69 -0.17  1.26076  2.299 3.622  1.675 11.30  0.000 0.00 10.322 13.764 12.394 11.046 10.323  9.709  8.790  8.042  7.938  1.261 
 1   9.69 -0.17  1.02720  0.127 3.780  4.390 11.30  0.000 0.00 15.753 16.387 16.371 15.795 15.452 15.150 14.776 14.473 14.445  1.027 
 1   9.69 -0.17  0.88605 -0.238 3.741  4.532 11.90  0.000 0.00 17.265 18.356 18.126 17.381 16.956 16.593 16.110 15.718 15.676  0.886 
 1   9.69 -0.15  0.51574 -1.299 3.609  4.831  8.20  0.000 0.00 16.217 19.384 18.346 17.099 16.261 15.535 14.632 13.970 13.842  0.516 
 1   9.69 -0.15  0.67766 -0.850 3.655  4.685 11.20  0.000 0.00 18.095 20.584 19.708 18.625 17.946 17.410 16.644 16.005 15.922  0.678 
 1   9.69 -0.15  1.13631  0.398 3.793  4.212 12.80  0.000 0.00 16.574 17.115 17.123 16.598 16.279 15.999 15.656 15.381 15.356  1.136 
 1   9.69 -0.15  1.08703  0.269 3.791  4.314 13.10  0.000 0.00 17.197 17.750 17.759 17.225 16.901 16.617 16.269 15.990 15.964  1.087 
 1   9.69 -0.15  0.95685 -0.057 3.761  4.464 13.30  0.000 0.00 18.212 19.058 18.945 18.284 17.901 17.569 17.143 16.797 16.763  0.957 
 1   9.69 -0.15  1.04594  0.169 3.783  4.367 13.60  0.000 0.00 17.949 18.565 18.553 17.986 17.647 17.350 16.983 16.687 16.660  1.046 
 1   9.69 -0.13  0.91608 -0.172 3.747  4.505  9.70  0.000 0.00 14.899 15.918 15.719 14.997 14.585 14.232 13.768 13.391 13.352  0.916 
 1   9.69 -0.13  0.50378 -1.336 3.605  4.842  9.80  0.000 0.00 17.909 21.129 20.083 18.826 17.975 17.226 16.310 15.652 15.520  0.504 
 1   9.69 -0.13  0.92634 -0.144 3.750  4.495 10.10  0.000 0.00 15.230 16.205 16.029 15.320 14.914 14.567 14.112 13.743 13.705  0.926 
 1   9.69 -0.11  0.54115 -1.239 3.613  4.808  9.40  0.000 0.00 17.269 20.407 19.364 18.127 17.301 16.591 15.695 15.022 14.901  0.541 
 1   9.69 -0.11  1.13739  0.380 3.790  4.219 12.00  0.000 0.00 15.821 16.395 16.386 15.845 15.520 15.235 14.885 14.606 14.579  1.137 
 1   9.69 -0.11  0.90477 -0.210 3.742  4.517 12.10  0.000 0.00 17.394 18.493 18.252 17.505 17.081 16.720 16.240 15.851 15.810  0.905 
 1   9.69 -0.09  0.47635 -1.414 3.597  4.863  8.90  0.000 0.00 17.204 20.553 19.487 18.210 17.330 16.520 15.575 14.931 14.788  0.476 
 1   9.69 -0.09  0.94359 -0.110 3.752  4.477 10.90  0.000 0.00 15.945 16.910 16.733 16.029 15.627 15.283 14.834 14.471 14.434  0.944 
 1   9.69 -0.09  0.83625 -0.409 3.715  4.574 11.00  0.000 0.00 16.791 18.292 17.845 16.986 16.498 16.092 15.531 15.071 15.020  0.836 
 1   9.69 -0.09  1.10298  0.298 3.787  4.276 11.50  0.000 0.00 15.525 16.125 16.106 15.552 15.221 14.932 14.576 14.290 14.264  1.103 
 1   9.69 -0.09  0.87692 -0.295 3.731  4.545 11.70  0.000 0.00 17.207 18.464 18.140 17.346 16.897 16.519 16.008 15.592 15.548  0.877 
 1   9.69 -0.07  0.54178 -1.248 3.611  4.808  8.40  0.000 0.00 16.289 19.466 18.414 17.171 16.337 15.611 14.706 14.033 13.911  0.542 
 1   9.69 -0.07  0.88727 -0.274 3.733  4.537 12.00  0.000 0.00 17.455 18.696 18.377 17.589 17.143 16.768 16.262 15.851 15.807  0.887 
 1   9.69 -0.07  1.23516  0.606 3.730  3.790 13.10  0.000 0.00 16.355 17.624 17.290 16.490 16.045 15.666 15.152 14.738 14.692  1.235 
 1   9.69 -0.05  0.67461 -0.891 3.647  4.690  9.40  0.000 0.00 16.397 19.073 18.119 16.993 16.280 15.717 14.919 14.258 14.171  0.675 
 1   9.69 -0.05  0.98821  0.005 3.762  4.423 10.20  0.000 0.00 14.958 15.817 15.684 15.021 14.639 14.312 13.891 13.552 13.519  0.988 
 1   9.69 -0.05  0.87284 -0.322 3.725  4.549 10.70  0.000 0.00 16.275 17.625 17.249 16.427 15.965 15.579 15.051 14.623 14.576  0.873 
 1   9.69 -0.03  0.78628 -0.572 3.689  4.608  9.70  0.000 0.00 15.900 17.844 17.177 16.214 15.648 15.194 14.547 14.012 13.950  0.786 
 1   9.69 -0.01  0.25506 -2.022 3.553  5.025  6.90  0.000 0.00 16.726 20.982 19.679 18.229 17.223 16.087 14.983 14.410 14.182  0.255 
 1   9.69 -0.01  1.13718  0.432 3.781  4.132 10.60  0.000 0.00 14.290 14.966 14.900 14.317 13.974 13.678 13.308 13.013 12.984  1.137 
 1   9.69 -0.01  0.77145 -0.623 3.681  4.619 11.60  0.000 0.00 17.928 20.019 19.283 18.288 17.695 17.224 16.549 15.988 15.923  0.771 
 1   9.69  0.03  1.06565  0.186 3.774  4.321 12.30  0.000 0.00 16.604 17.355 17.260 16.639 16.280 15.972 15.585 15.276 15.246  1.066 
 1   9.69  0.03  0.98253 -0.045 3.755  4.440 12.70  0.000 0.00 17.583 18.561 18.361 17.656 17.256 16.919 16.478 16.125 16.088  0.983 
 1   9.69  0.05  0.91679 -0.234 3.733  4.510 12.20  0.000 0.00 17.554 18.844 18.486 17.684 17.234 16.861 16.356 15.949 15.905  0.917 
 1   9.69  0.07  1.23884  0.544 3.715  3.792 10.70  0.000 0.00 14.111 15.677 15.181 14.294 13.808 13.405 12.842 12.393 12.342  1.239 
 1   9.69  0.07  1.17241  0.486 3.779  4.082 12.50  0.000 0.00 16.055 16.781 16.681 16.078 15.729 15.430 15.056 14.761 14.731  1.172 
 1   9.69  0.07  1.06771  0.178 3.771  4.320 12.70  0.000 0.00 17.024 17.821 17.699 17.062 16.696 16.385 15.992 15.679 15.647  1.068 
 1   9.69  0.09  0.89866 -0.296 3.723  4.526  9.60  0.000 0.00 15.109 16.554 16.113 15.266 14.792 14.404 13.871 13.442 13.395  0.899 
 1   9.69  0.09  1.13678  0.347 3.776  4.197 13.20  0.000 0.00 17.103 17.859 17.749 17.131 16.774 16.471 16.091 15.790 15.760  1.137 
 1   9.69  0.19  0.76153 -0.703 3.663  4.621 10.60  0.000 0.00 17.127 19.634 18.702 17.613 16.947 16.426 15.685 15.076 15.000  0.762 
 1   9.71 -0.71  0.48562 -1.254 3.637  4.873  9.20  0.000 0.00 17.106 19.685 18.858 17.732 17.007 16.419 15.620 14.988 14.872  0.486 
 1   9.71 -0.57  0.89656 -0.036 3.779  4.487 12.80  0.000 0.00 17.661 18.201 18.282 17.734 17.392 17.081 16.696 16.380 16.351  0.897 
 1   9.71 -0.55  0.67508 -0.715 3.688  4.679  8.00  0.000 0.00 14.558 16.321 15.797 14.877 14.329 13.868 13.217 12.677 12.607  0.675 
 1   9.71 -0.53  0.88959 -0.075 3.773  4.500 11.50  0.000 0.00 16.458 17.052 17.107 16.534 16.182 15.863 15.465 15.138 15.107  0.890 
 1   9.71 -0.53  0.77509 -0.412 3.729  4.603 12.20  0.000 0.00 18.000 19.113 18.913 18.155 17.716 17.330 16.813 16.388 16.339  0.775 
 1   9.71 -0.51  0.78449 -0.391 3.732  4.597 11.60  0.000 0.00 17.347 18.434 18.245 17.497 17.062 16.680 16.170 15.751 15.703  0.784 
 1   9.71 -0.51  0.81513 -0.299 3.745  4.573 12.10  0.000 0.00 17.618 18.533 18.433 17.738 17.330 16.968 16.495 16.107 16.064  0.815 
 1   9.71 -0.51  1.04831  0.373 3.813  4.283 12.40  0.000 0.00 16.237 16.584 16.698 16.276 15.998 15.742 15.441 15.197 15.178  1.048 
 1   9.71 -0.49  1.08305  0.465 3.808  4.186 11.40  0.000 0.00 15.007 15.382 15.482 15.046 14.760 14.497 14.185 13.932 13.912  1.083 
 1   9.71 -0.49  0.77943 -0.414 3.728  4.602 11.70  0.000 0.00 17.504 18.648 18.428 17.662 17.219 16.831 16.310 15.882 15.833  0.779 
 1   9.71 -0.47  0.69343 -0.688 3.688  4.664 10.90  0.000 0.00 17.390 19.179 18.635 17.710 17.159 16.698 16.047 15.506 15.438  0.693 
 1   9.71 -0.47  0.85187 -0.206 3.756  4.544 12.60  0.000 0.00 17.884 18.676 18.632 17.981 17.595 17.251 16.809 16.447 16.410  0.852 
 1   9.71 -0.45  0.92870  0.006 3.780  4.464 10.10  0.000 0.00 14.854 15.414 15.471 14.918 14.577 14.269 13.889 13.578 13.550  0.929 
 1   9.71 -0.45  0.98981  0.186 3.796  4.378 13.20  0.000 0.00 17.504 17.942 18.038 17.552 17.242 16.960 16.621 16.344 16.321  0.990 
 1   9.71 -0.43  0.98969  0.186 3.795  4.373 11.90  0.000 0.00 16.205 16.658 16.746 16.252 15.939 15.656 15.313 15.034 15.011  0.990 
 1   9.71 -0.43  1.15848  0.792 3.709  3.492 12.50  0.000 0.00 15.291 16.716 16.355 15.503 15.026 14.605 14.022 13.542 13.489  1.158 
 1   9.71 -0.43  1.14294  0.708 3.761  3.779 12.90  0.000 0.00 15.901 16.651 16.601 15.983 15.612 15.278 14.849 14.501 14.465  1.143 
 1   9.71 -0.41  0.73320 -0.585 3.701  4.637 11.00  0.000 0.00 17.232 18.824 18.366 17.484 16.971 16.537 15.930 15.428 15.368  0.733 
 1   9.71 -0.41  1.05852  0.393 3.802  4.224 12.10  0.000 0.00 15.887 16.304 16.389 15.924 15.626 15.355 15.030 14.767 14.745  1.059 
 1   9.71 -0.39  0.90947 -0.056 3.771  4.483 10.70  0.000 0.00 15.610 16.262 16.272 15.679 15.321 15.002 14.601 14.273 14.242  0.909 
 1   9.71 -0.39  0.85639 -0.212 3.753  4.541 11.60  0.000 0.00 16.899 17.750 17.667 16.997 16.603 16.256 15.807 15.441 15.403  0.856 
 1   9.71 -0.39  0.89036 -0.112 3.765  4.505 13.10  0.000 0.00 18.149 18.869 18.847 18.228 17.858 17.529 17.112 16.771 16.737  0.890 
 1   9.71 -0.37  0.94881  0.066 3.784  4.429 10.10  0.000 0.00 14.704 15.256 15.302 14.758 14.424 14.124 13.755 13.454 13.427  0.949 
 1   9.71 -0.37  0.95003  0.070 3.784  4.428 12.80  0.000 0.00 17.394 17.943 17.990 17.448 17.114 16.814 16.446 16.146 16.120  0.950 
 1   9.71 -0.35  0.91948 -0.051 3.770  4.479  8.80  0.000 0.00 13.698 14.375 14.369 13.767 13.406 13.086 12.683 12.354 12.322  0.919 
 1   9.71 -0.35  0.78039 -0.459 3.718  4.607 10.70  0.000 0.00 16.617 17.966 17.625 16.805 16.333 15.930 15.378 14.925 14.873  0.780 
 1   9.71 -0.35  0.82270 -0.330 3.737  4.576 11.10  0.000 0.00 16.695 17.776 17.571 16.827 16.398 16.026 15.531 15.125 15.081  0.823 
 1   9.71 -0.35  0.78331 -0.450 3.719  4.605 11.40  0.000 0.00 17.295 18.622 18.292 17.477 17.009 16.608 16.061 15.611 15.560  0.783 
 1   9.71 -0.35  0.73190 -0.611 3.695  4.639 11.70  0.000 0.00 17.997 19.711 19.188 18.278 17.745 17.300 16.674 16.155 16.092  0.732 
 1   9.71 -0.33  0.52527 -1.230 3.622  4.821 10.10  0.000 0.00 17.946 20.896 19.916 18.707 17.914 17.265 16.408 15.742 15.622  0.525 
 1   9.71 -0.33  0.73690 -0.603 3.695  4.636 10.60  0.000 0.00 16.877 18.590 18.066 17.156 16.624 16.180 15.555 15.038 14.975  0.737 
 1   9.71 -0.33  0.94543  0.008 3.776  4.454 11.50  0.000 0.00 16.250 16.875 16.889 16.308 15.959 15.647 15.258 14.942 14.912  0.945 
 1   9.71 -0.33  0.71458 -0.674 3.685  4.650 11.50  0.000 0.00 17.955 19.854 19.243 18.292 17.725 17.259 16.597 16.046 15.978  0.715 
 1   9.71 -0.33  0.88081 -0.174 3.755  4.523 13.00  0.000 0.00 18.204 19.052 18.963 18.295 17.905 17.562 17.119 16.759 16.721  0.881 
 1   9.71 -0.33  0.99596  0.177 3.792  4.374 13.10  0.000 0.00 17.428 17.926 17.984 17.470 17.151 16.864 16.517 16.235 16.210  0.996 
 1   9.71 -0.31  0.77712 -0.487 3.712  4.610 10.30  0.000 0.00 16.288 17.743 17.343 16.496 16.008 15.595 15.025 14.556 14.501  0.777 
 1   9.71 -0.31  0.80674 -0.397 3.726  4.590 11.80  0.000 0.00 17.562 18.808 18.514 17.720 17.266 16.877 16.350 15.918 15.870  0.807 
 1   9.71 -0.31  0.79440 -0.434 3.720  4.599 11.80  0.000 0.00 17.656 18.988 18.651 17.835 17.367 16.968 16.423 15.976 15.925  0.794 
 1   9.71 -0.31  1.12107  0.476 3.793  4.131 13.50  0.000 0.00 17.080 17.579 17.619 17.115 16.801 16.518 16.174 15.898 15.873  1.121 
 1   9.71 -0.29  0.39802 -1.571 3.593  4.926  8.80  0.000 0.00 17.498 20.878 19.810 18.501 17.611 16.806 15.866 15.253 15.093  0.398 
 1   9.71 -0.29  0.46846 -1.394 3.606  4.873  9.20  0.000 0.00 17.454 20.606 19.590 18.332 17.488 16.764 15.866 15.223 15.085  0.468 
 1   9.71 -0.29  1.08541  0.383 3.801  4.241 13.00  0.000 0.00 16.813 17.257 17.319 16.840 16.539 16.268 15.944 15.683 15.661  1.085 
 1   9.71 -0.29  1.11804  0.455 3.795  4.158 13.50  0.000 0.00 17.132 17.622 17.664 17.164 16.852 16.573 16.234 15.961 15.937  1.118 
 1   9.71 -0.27  0.74825 -0.591 3.695  4.630  8.90  0.000 0.00 15.148 16.892 16.346 15.429 14.893 14.449 13.823 13.305 13.243  0.748 
 1   9.71 -0.27  0.61810 -0.986 3.644  4.735 10.60  0.000 0.00 17.835 20.470 19.563 18.442 17.727 17.156 16.355 15.697 15.603  0.618 
 1   9.71 -0.27  0.76963 -0.527 3.705  4.616 11.20  0.000 0.00 17.287 18.873 18.403 17.523 17.015 16.589 15.995 15.505 15.448  0.770 
 1   9.71 -0.27  1.10027  0.402 3.799  4.220 11.30  0.000 0.00 15.065 15.527 15.580 15.092 14.786 14.513 14.184 13.920 13.897  1.100 
 1   9.71 -0.27  0.84355 -0.308 3.736  4.563 11.60  0.000 0.00 17.140 18.257 18.025 17.271 16.838 16.467 15.970 15.565 15.521  0.844 
 1   9.71 -0.27  0.92385 -0.089 3.762  4.488 12.00  0.000 0.00 16.993 17.782 17.712 17.069 16.692 16.360 15.937 15.593 15.558  0.924 
 1   9.71 -0.25  1.01287  0.138 3.785  4.390 11.40  0.000 0.00 15.826 16.402 16.420 15.869 15.535 15.239 14.874 14.578 14.552  1.013 
 1   9.71 -0.25  0.87475 -0.231 3.745  4.536 12.30  0.000 0.00 17.646 18.652 18.474 17.755 17.341 16.983 16.512 16.128 16.087  0.875 
 1   9.71 -0.23  0.50820 -1.301 3.612  4.837  8.10  0.000 0.00 16.122 19.230 18.211 16.970 16.143 15.439 14.549 13.890 13.762  0.508 
 1   9.71 -0.23  0.64075 -0.931 3.649  4.716  8.90  0.000 0.00 15.996 18.563 17.670 16.568 15.869 15.316 14.530 13.877 13.788  0.641 
 1   9.71 -0.23  0.85810 -0.285 3.737  4.552 10.20  0.000 0.00 15.681 16.795 16.560 15.808 15.377 15.008 14.516 14.114 14.071  0.858 
 1   9.71 -0.23  0.78967 -0.483 3.710  4.603 11.60  0.000 0.00 17.578 19.105 18.661 17.796 17.298 16.881 16.303 15.827 15.772  0.790 
 1   9.71 -0.23  0.99417  0.074 3.778  4.418 12.50  0.000 0.00 17.086 17.724 17.716 17.135 16.787 16.480 16.098 15.789 15.760  0.994 
 1   9.71 -0.23  1.06405  0.283 3.795  4.307 12.60  0.000 0.00 16.661 17.163 17.202 16.691 16.376 16.097 15.758 15.485 15.461  1.064 
 1   9.71 -0.21  1.09572  0.350 3.797  4.261 10.20  0.000 0.00 14.096 14.589 14.625 14.121 13.810 13.534 13.201 12.933 12.909  1.096 
 1   9.71 -0.21  0.84839 -0.320 3.732  4.562 10.90  0.000 0.00 16.469 17.661 17.384 16.608 16.166 15.789 15.281 14.868 14.822  0.848 
 1   9.71 -0.21  1.17778  0.638 3.798  4.007 12.70  0.000 0.00 15.874 16.368 16.388 15.894 15.588 15.315 14.984 14.720 14.695  1.178 
 1   9.71 -0.21  0.90109 -0.176 3.750  4.513 12.90  0.000 0.00 18.109 19.062 18.907 18.204 17.800 17.450 16.993 16.622 16.583  0.901 
 1   9.71 -0.21  1.15324  0.475 3.786  4.113 13.10  0.000 0.00 16.682 17.266 17.262 16.718 16.388 16.095 15.733 15.443 15.416  1.153 
 1   9.71 -0.19  0.44426 -1.474 3.596  4.889  8.70  0.000 0.00 17.155 20.499 19.439 18.150 17.269 16.467 15.527 14.897 14.747  0.444 
 1   9.71 -0.19  0.99249  0.056 3.774  4.421  8.80  0.000 0.00 13.431 14.114 14.082 13.482 13.127 12.815 12.424 12.108 12.078  0.992 
 1   9.71 -0.19  0.77901 -0.531 3.701  4.610  9.10  0.000 0.00 15.197 16.872 16.349 15.447 14.925 14.494 13.889 13.389 13.331  0.779 
 1   9.71 -0.19  0.58863 -1.092 3.630  4.764 10.10  0.000 0.00 17.599 20.492 19.502 18.317 17.548 16.924 16.079 15.402 15.295  0.589 
 1   9.71 -0.19  1.21051  0.617 3.728  3.760 10.50  0.000 0.00 13.728 14.981 14.670 13.873 13.427 13.042 12.519 12.096 12.050  1.211 
 1   9.71 -0.19  0.86533 -0.281 3.736  4.547 10.50  0.000 0.00 15.973 17.118 16.862 16.101 15.667 15.296 14.801 14.397 14.353  0.865 
 1   9.71 -0.19  0.85624 -0.306 3.733  4.556 10.60  0.000 0.00 16.135 17.323 17.045 16.271 15.831 15.455 14.951 14.539 14.494  0.856 
 1   9.71 -0.19  1.20454  0.656 3.751  3.813 10.90  0.000 0.00 14.031 14.971 14.808 14.117 13.721 13.374 12.920 12.556 12.517  1.205 
 1   9.71 -0.19  0.83987 -0.352 3.727  4.569 11.60  0.000 0.00 17.251 18.525 18.204 17.403 16.949 16.563 16.040 15.613 15.566  0.840 
 1   9.71 -0.17  0.75800 -0.600 3.690  4.625  8.20  0.000 0.00 14.471 16.341 15.725 14.780 14.223 13.770 13.126 12.594 12.530  0.758 
 1   9.71 -0.17  1.22059  0.653 3.705  3.637 10.20  0.000 0.00 13.337 14.943 14.461 13.560 13.062 12.638 12.043 11.558 11.503  1.221 
 1   9.71 -0.17  0.57039 -1.146 3.624  4.781 10.30  0.000 0.00 17.934 20.921 19.905 18.698 17.908 17.260 16.397 15.715 15.603  0.570 
 1   9.71 -0.17  0.96138 -0.031 3.764  4.454 10.80  0.000 0.00 15.647 16.447 16.359 15.714 15.338 15.012 14.595 14.257 14.223  0.961 
 1   9.71 -0.17  0.99440  0.055 3.773  4.418 11.30  0.000 0.00 15.934 16.634 16.591 15.985 15.627 15.314 14.921 14.603 14.572  0.994 
 1   9.71 -0.17  0.99045  0.045 3.772  4.423 11.60  0.000 0.00 16.259 16.970 16.923 16.312 15.952 15.638 15.242 14.921 14.891  0.990 
 1   9.71 -0.15  0.77717 -0.551 3.697  4.612 10.00  0.000 0.00 16.148 17.916 17.345 16.422 15.885 15.445 14.824 14.311 14.251  0.777 
 1   9.71 -0.15  1.05161  0.194 3.784  4.350 10.30  0.000 0.00 14.585 15.190 15.181 14.621 14.285 13.991 13.627 13.334 13.307  1.052 
 1   9.71 -0.15  1.21857  0.597 3.719  3.747 10.50  0.000 0.00 13.776 15.177 14.791 13.950 13.482 13.083 12.532 12.087 12.037  1.219 
 1   9.71 -0.15  1.05953  0.213 3.786  4.340 13.80  0.000 0.00 18.037 18.629 18.625 18.071 17.738 17.446 17.087 16.797 16.770  1.060 
 1   9.71 -0.13  0.50456 -1.333 3.605  4.840  8.40  0.000 0.00 16.502 19.720 18.674 17.417 16.567 15.819 14.904 14.245 14.114  0.505 
 1   9.71 -0.13  0.59241 -1.097 3.627  4.762  9.30  0.000 0.00 16.814 19.771 18.755 17.557 16.777 16.141 15.285 14.600 14.493  0.592 
 1   9.71 -0.13  0.65998 -0.905 3.648  4.701  9.80  0.000 0.00 16.833 19.452 18.527 17.414 16.709 16.152 15.362 14.705 14.618  0.660 
 1   9.71 -0.13  1.24903  1.565 3.664  2.571 11.40  0.000 0.00 12.256 14.668 13.793 12.677 12.077 11.572 10.827 10.221 10.146  1.249 
 1   9.71 -0.13  1.18339  0.604 3.794  4.029 12.20  0.000 0.00 15.460 16.000 15.995 15.478 15.164 14.886 14.547 14.278 14.252  1.183 
 1   9.71 -0.13  1.07345  0.246 3.787  4.318 12.40  0.000 0.00 16.556 17.143 17.137 16.586 16.255 15.966 15.610 15.323 15.297  1.073 
 1   9.71 -0.11  0.74457 -0.664 3.679  4.635  8.60  0.000 0.00 15.030 17.119 16.395 15.401 14.805 14.329 13.646 13.078 13.010  0.745 
 1   9.71 -0.11  0.70821 -0.774 3.663  4.659  9.20  0.000 0.00 15.904 18.273 17.437 16.381 15.730 15.214 14.474 13.857 13.780  0.708 
 1   9.71 -0.11  0.58302 -1.128 3.623  4.771  9.80  0.000 0.00 17.389 20.404 19.373 18.162 17.369 16.716 15.849 15.163 15.053  0.583 
 1   9.71 -0.11  0.69286 -0.819 3.657  4.671 10.90  0.000 0.00 17.716 20.189 19.314 18.234 17.562 17.030 16.270 15.636 15.555  0.693 
 1   9.71 -0.11  0.92551 -0.146 3.749  4.492 12.40  0.000 0.00 17.536 18.535 18.344 17.628 17.219 16.870 16.411 16.040 16.001  0.926 
 1   9.71 -0.09  1.05809  0.210 3.782  4.326 11.50  0.000 0.00 15.745 16.387 16.354 15.779 15.438 15.140 14.771 14.475 14.447  1.058 
 1   9.71 -0.09  0.98086  0.000 3.764  4.430 12.40  0.000 0.00 17.170 18.001 17.887 17.233 16.854 16.528 16.111 15.774 15.740  0.981 
 1   9.71 -0.07  0.64498 -0.965 3.639  4.716 10.40  0.000 0.00 17.583 20.371 19.389 18.237 17.498 16.907 16.086 15.414 15.320  0.645 
 1   9.71 -0.07  1.06489  0.229 3.782  4.309 10.70  0.000 0.00 14.898 15.548 15.508 14.930 14.588 14.291 13.922 13.626 13.598  1.065 
 1   9.71 -0.07  1.07911  0.258 3.782  4.288 12.20  0.000 0.00 16.326 16.972 16.933 16.357 16.017 15.721 15.353 15.058 15.030  1.079 
