#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 2  10.07 -0.85  0.85650  0.353 3.791  4.129 13.10  0.000 0.00 16.987 17.405 17.537 17.066 16.753 16.458 16.099 15.805 15.780  0.857 
 2  10.07 -0.85  0.79745 -0.016 3.780  4.423 13.40  0.000 0.00 18.211 18.689 18.822 18.303 17.967 17.653 17.269 16.951 16.922  0.797 
 2  10.07 -0.85  0.81979  0.106 3.788  4.344 13.70  0.000 0.00 18.205 18.636 18.779 18.290 17.969 17.668 17.302 17.000 16.974  0.820 
 2  10.07 -0.85  0.88766  1.962 3.671  2.052 15.40  0.000 0.00 15.265 17.261 16.660 15.642 15.086 14.588 13.872 13.274 13.206  0.888 
 2  10.07 -0.83  0.65109 -0.644 3.706  4.666 10.70  0.000 0.00 17.079 18.447 18.145 17.315 16.827 16.397 15.810 15.329 15.263  0.651 
 2  10.07 -0.83  0.88564  1.096 3.703  3.046 11.10  0.000 0.00 13.129 14.501 14.212 13.370 12.890 12.453 11.848 11.348 11.290  0.886 
 2  10.07 -0.83  0.82683  0.139 3.789  4.320 12.10  0.000 0.00 16.522 16.950 17.090 16.605 16.285 15.987 15.624 15.325 15.299  0.827 
 2  10.07 -0.83  0.79568 -0.032 3.778  4.431 12.20  0.000 0.00 17.050 17.544 17.670 17.142 16.803 16.487 16.098 15.778 15.747  0.796 
 2  10.07 -0.83  0.78394 -0.089 3.774  4.462 12.50  0.000 0.00 17.492 18.021 18.135 17.588 17.240 16.917 16.516 16.186 16.154  0.784 
 2  10.07 -0.83  0.80378  0.009 3.781  4.406 13.20  0.000 0.00 17.947 18.422 18.553 18.037 17.703 17.391 17.010 16.695 16.666  0.804 
 2  10.07 -0.83  0.81732  0.083 3.786  4.358 13.50  0.000 0.00 18.062 18.508 18.645 18.147 17.822 17.518 17.148 16.843 16.816  0.817 
 2  10.07 -0.83  0.82901  0.152 3.790  4.311 13.60  0.000 0.00 17.990 18.414 18.554 18.072 17.754 17.456 17.095 16.797 16.772  0.829 
 2  10.07 -0.83  0.86539  0.418 3.784  4.037 13.80  0.000 0.00 17.524 17.993 18.106 17.608 17.281 16.974 16.596 16.287 16.259  0.865 
 2  10.07 -0.81  0.56380 -0.971 3.664  4.761  8.60  0.000 0.00 15.796 17.888 17.246 16.247 15.627 15.111 14.386 13.792 13.700  0.564 
 2  10.07 -0.81  0.71991 -0.376 3.742  4.586 10.90  0.000 0.00 16.610 17.476 17.431 16.748 16.340 15.969 15.488 15.094 15.047  0.720 
 2  10.07 -0.81  0.64000 -0.690 3.699  4.676 11.00  0.000 0.00 17.495 18.982 18.617 17.757 17.251 16.809 16.199 15.698 15.629  0.640 
 2  10.07 -0.81  0.87957  0.553 3.728  3.689 11.30  0.000 0.00 14.688 15.699 15.582 14.856 14.426 14.033 13.509 13.078 13.028  0.880 
 2  10.07 -0.81  0.70446 -0.439 3.734  4.609 11.90  0.000 0.00 17.768 18.737 18.639 17.923 17.498 17.115 16.612 16.200 16.149  0.704 
 2  10.07 -0.81  0.86368  0.387 3.787  4.080 11.90  0.000 0.00 15.703 16.156 16.272 15.783 15.461 15.160 14.790 14.487 14.460  0.864 
 2  10.07 -0.81  0.84758  0.262 3.791  4.215 12.40  0.000 0.00 16.514 16.936 17.068 16.592 16.277 15.982 15.624 15.330 15.305  0.848 
 2  10.07 -0.81  0.85613  0.324 3.791  4.157 12.50  0.000 0.00 16.461 16.886 17.013 16.538 16.223 15.928 15.569 15.275 15.250  0.856 
 2  10.07 -0.81  0.78605 -0.085 3.773  4.458 12.90  0.000 0.00 17.883 18.419 18.528 17.978 17.629 17.306 16.905 16.575 16.543  0.786 
 2  10.07 -0.81  0.79322 -0.051 3.776  4.439 13.00  0.000 0.00 17.897 18.408 18.526 17.989 17.646 17.327 16.933 16.609 16.578  0.793 
 2  10.07 -0.81  0.81226  0.047 3.783  4.380 13.00  0.000 0.00 17.653 18.120 18.249 17.739 17.408 17.100 16.723 16.413 16.385  0.812 
 2  10.07 -0.81  0.86967  0.443 3.778  3.991 13.10  0.000 0.00 16.762 17.268 17.368 16.849 16.512 16.197 15.805 15.485 15.456  0.870 
 2  10.07 -0.81  0.82052  0.093 3.786  4.350 13.20  0.000 0.00 17.737 18.187 18.320 17.821 17.496 17.192 16.822 16.517 16.490  0.821 
 2  10.07 -0.81  0.81464  0.060 3.784  4.371 13.40  0.000 0.00 18.019 18.482 18.612 18.105 17.776 17.469 17.094 16.785 16.758  0.815 
 2  10.07 -0.81  0.87246  0.470 3.770  3.936 13.60  0.000 0.00 17.195 17.762 17.837 17.290 16.940 16.614 16.203 15.867 15.834  0.872 
 2  10.07 -0.81  0.88096  0.600 3.721  3.613 14.10  0.000 0.00 17.370 18.480 18.316 17.557 17.112 16.707 16.160 15.710 15.657  0.881 
 2  10.07 -0.81  0.88605  0.961 3.706  3.193 14.40  0.000 0.00 16.767 18.101 17.828 16.999 16.524 16.092 15.498 15.006 14.949  0.886 
 2  10.07 -0.79  0.22796 -1.952 3.597  5.084  8.20  0.000 0.00 17.851 21.019 20.033 18.728 17.863 17.146 16.254 15.664 15.494  0.228 
 2  10.07 -0.79  0.68354 -0.526 3.722  4.632 10.60  0.000 0.00 16.685 17.831 17.640 16.869 16.417 16.014 15.475 15.034 14.976  0.684 
 2  10.07 -0.79  0.86057  0.347 3.789  4.127 11.60  0.000 0.00 15.503 15.947 16.066 15.581 15.262 14.964 14.599 14.301 14.274  0.861 
 2  10.07 -0.79  0.67222 -0.570 3.715  4.643 11.70  0.000 0.00 17.895 19.135 18.896 18.100 17.633 17.219 16.661 16.203 16.143  0.672 
 2  10.07 -0.79  0.81321  0.044 3.782  4.380 12.30  0.000 0.00 16.959 17.435 17.559 17.045 16.712 16.403 16.025 15.713 15.685  0.813 
 2  10.07 -0.79  0.75560 -0.230 3.759  4.527 12.60  0.000 0.00 17.945 18.630 18.670 18.057 17.680 17.335 16.897 16.538 16.499  0.756 
 2  10.07 -0.79  0.77926 -0.123 3.769  4.476 12.80  0.000 0.00 17.879 18.458 18.545 17.977 17.621 17.291 16.881 16.542 16.508  0.779 
 2  10.07 -0.79  0.86686  0.401 3.783  4.055 12.90  0.000 0.00 16.668 17.144 17.251 16.749 16.421 16.115 15.738 15.429 15.401  0.867 
 2  10.07 -0.79  0.88122  0.553 3.726  3.682 13.70  0.000 0.00 17.088 18.130 17.997 17.259 16.825 16.429 15.899 15.463 15.413  0.881 
 2  10.07 -0.79  0.88207  0.579 3.722  3.637 13.70  0.000 0.00 17.022 18.129 17.965 17.206 16.763 16.359 15.814 15.366 15.314  0.882 
 2  10.07 -0.79  0.83875  0.192 3.790  4.275 13.80  0.000 0.00 18.090 18.521 18.652 18.168 17.850 17.553 17.192 16.895 16.870  0.839 
 2  10.07 -0.79  0.88839  1.056 3.702  3.085 14.00  0.000 0.00 16.130 17.527 17.221 16.372 15.889 15.452 14.846 14.344 14.286  0.888 
 2  10.07 -0.79  0.84419  0.227 3.791  4.245 14.00  0.000 0.00 18.202 18.631 18.761 18.280 17.963 17.667 17.307 17.012 16.987  0.844 
 2  10.07 -0.79  0.88483  0.726 3.711  3.450 14.00  0.000 0.00 16.954 18.208 17.972 17.169 16.705 16.283 15.707 15.230 15.175  0.885 
 2  10.07 -0.79  0.87695  0.490 3.755  3.855 14.10  0.000 0.00 17.645 18.361 18.374 17.760 17.381 17.030 16.579 16.210 16.170  0.877 
 2  10.07 -0.77  0.77664 -0.142 3.767  4.484 10.70  0.000 0.00 15.825 16.430 16.504 15.925 15.564 15.231 14.815 14.472 14.437  0.777 
 2  10.07 -0.77  0.55229 -1.016 3.658  4.773 10.80  0.000 0.00 18.111 20.322 19.628 18.601 17.957 17.427 16.683 16.073 15.978  0.552 
 2  10.07 -0.77  0.82055  0.077 3.784  4.357 10.90  0.000 0.00 15.478 15.949 16.070 15.560 15.231 14.924 14.549 14.241 14.213  0.821 
 2  10.07 -0.77  0.67462 -0.565 3.716  4.640 11.50  0.000 0.00 17.682 18.927 18.683 17.886 17.420 17.006 16.448 15.990 15.930  0.675 
 2  10.07 -0.77  0.87281  0.440 3.775  3.986 11.70  0.000 0.00 15.369 15.899 15.987 15.456 15.114 14.796 14.399 14.074 14.044  0.873 
 2  10.07 -0.77  0.68055 -0.542 3.719  4.634 11.70  0.000 0.00 17.825 19.020 18.802 18.018 17.559 17.151 16.603 16.154 16.096  0.681 
 2  10.07 -0.77  0.70146 -0.460 3.730  4.612 12.00  0.000 0.00 17.921 18.953 18.819 18.083 17.649 17.260 16.746 16.325 16.273  0.701 
 2  10.07 -0.77  0.81848  0.066 3.783  4.364 12.10  0.000 0.00 16.706 17.181 17.302 16.789 16.458 16.151 15.774 15.464 15.436  0.818 
 2  10.07 -0.77  0.86636  0.381 3.785  4.080 12.20  0.000 0.00 16.017 16.487 16.594 16.095 15.770 15.467 15.093 14.787 14.760  0.866 
 2  10.07 -0.77  0.76068 -0.213 3.760  4.518 12.40  0.000 0.00 17.703 18.380 18.422 17.812 17.437 17.094 16.660 16.303 16.265  0.761 
 2  10.07 -0.77  0.78357 -0.110 3.770  4.467 12.70  0.000 0.00 17.744 18.321 18.407 17.840 17.485 17.157 16.748 16.412 16.378  0.784 
 2  10.07 -0.77  0.82980  0.130 3.787  4.320 12.80  0.000 0.00 17.245 17.698 17.823 17.325 17.001 16.699 16.331 16.029 16.002  0.830 
 2  10.07 -0.77  0.86155  0.341 3.788  4.130 13.00  0.000 0.00 16.917 17.368 17.482 16.993 16.673 16.374 16.008 15.709 15.682  0.862 
 2  10.07 -0.77  0.82499  0.102 3.785  4.339 13.00  0.000 0.00 17.514 17.976 18.100 17.596 17.269 16.965 16.593 16.287 16.260  0.825 
 2  10.07 -0.77  0.78628 -0.097 3.771  4.461 13.00  0.000 0.00 18.013 18.578 18.669 18.108 17.754 17.428 17.022 16.688 16.655  0.786 
 2  10.07 -0.77  0.83333  0.151 3.788  4.305 13.40  0.000 0.00 17.793 18.240 18.366 17.872 17.550 17.250 16.884 16.584 16.558  0.833 
 2  10.07 -0.77  0.83314  0.150 3.788  4.306 13.60  0.000 0.00 17.996 18.443 18.569 18.075 17.753 17.453 17.087 16.786 16.760  0.833 
 2  10.07 -0.77  0.87264  0.439 3.776  3.989 14.20  0.000 0.00 17.874 18.401 18.490 17.960 17.619 17.301 16.905 16.581 16.551  0.873 
 2  10.07 -0.75  0.43538 -1.367 3.630  4.911  5.40  0.000 0.00 13.588 16.264 15.413 14.256 13.506 12.897 12.084 11.455 11.327  0.435 
 2  10.07 -0.75  0.43325 -1.372 3.630  4.913  9.70  0.000 0.00 17.901 20.583 19.730 18.572 17.820 17.210 16.396 15.767 15.639  0.433 
 2  10.07 -0.75  0.90362  1.765 4.919  7.065  9.90  0.000 0.00 10.259 14.354 15.600 15.933 16.079 16.274 16.710 16.845 16.960  0.589 
 2  10.07 -0.75  0.56897 -0.961 3.663  4.752 10.00  0.000 0.00 17.174 19.300 18.637 17.631 17.007 16.489 15.760 15.161 15.070  0.569 
 2  10.07 -0.75  0.55143 -1.022 3.657  4.774 10.60  0.000 0.00 17.925 20.163 19.456 18.423 17.775 17.241 16.494 15.880 15.784  0.551 
 2  10.07 -0.75  0.58385 -0.910 3.668  4.733 10.80  0.000 0.00 17.845 19.876 19.252 18.269 17.664 17.159 16.447 15.860 15.773  0.584 
 2  10.07 -0.75  0.70580 -0.448 3.731  4.606 11.60  0.000 0.00 17.489 18.512 18.380 17.647 17.216 16.829 16.318 15.900 15.848  0.706 
 2  10.07 -0.75  0.74531 -0.285 3.751  4.547 12.10  0.000 0.00 17.582 18.349 18.347 17.700 17.309 16.953 16.498 16.124 16.082  0.745 
 2  10.07 -0.75  0.71058 -0.428 3.734  4.599 12.30  0.000 0.00 18.140 19.131 19.016 18.294 17.867 17.484 16.980 16.567 16.517  0.711 
 2  10.07 -0.75  0.77154 -0.171 3.764  4.497 12.50  0.000 0.00 17.698 18.341 18.396 17.801 17.433 17.096 16.671 16.322 16.286  0.772 
 2  10.07 -0.75  0.83024  0.124 3.786  4.323 12.70  0.000 0.00 17.160 17.623 17.743 17.240 16.913 16.611 16.240 15.936 15.909  0.830 
 2  10.07 -0.75  0.74928 -0.268 3.753  4.540 12.80  0.000 0.00 18.240 18.988 18.995 18.355 17.968 17.615 17.164 16.795 16.754  0.749 
 2  10.07 -0.75  0.81477  0.037 3.781  4.381 13.20  0.000 0.00 17.876 18.370 18.484 17.960 17.625 17.314 16.932 16.617 16.588  0.815 
 2  10.07 -0.75  0.88682  0.656 3.712  3.525 13.20  0.000 0.00 16.330 17.585 17.345 16.542 16.078 15.659 15.085 14.612 14.557  0.887 
 2  10.07 -0.75  0.85335  0.269 3.789  4.200 13.30  0.000 0.00 17.396 17.844 17.961 17.472 17.152 16.854 16.490 16.192 16.166  0.853 
 2  10.07 -0.75  0.88931  0.834 3.706  3.323 13.50  0.000 0.00 16.184 17.530 17.245 16.413 15.938 15.508 14.915 14.425 14.368  0.889 
 2  10.07 -0.75  0.89866  2.420 3.653  1.532 13.60  0.000 0.00 12.321 14.795 13.936 12.793 12.188 11.655 10.872 10.222 10.146  0.899 
 2  10.07 -0.75  0.85716  0.296 3.789  4.175 13.80  0.000 0.00 17.830 18.279 18.394 17.905 17.585 17.287 16.923 16.626 16.600  0.857 
 2  10.07 -0.75  0.85074  0.251 3.789  4.217 13.90  0.000 0.00 18.042 18.489 18.607 18.117 17.797 17.500 17.136 16.838 16.812  0.851 
 2  10.07 -0.73  0.73966 -0.314 3.747  4.557 11.50  0.000 0.00 17.054 17.874 17.844 17.178 16.779 16.418 15.952 15.570 15.526  0.740 
 2  10.07 -0.73  0.67573 -0.569 3.714  4.638 11.70  0.000 0.00 17.892 19.176 18.908 18.102 17.630 17.214 16.650 16.187 16.127  0.676 
 2  10.07 -0.73  0.80429 -0.024 3.776  4.417 12.20  0.000 0.00 17.030 17.559 17.660 17.117 16.772 16.454 16.061 15.737 15.707  0.804 
 2  10.07 -0.73  0.82997  0.114 3.785  4.328 12.20  0.000 0.00 16.686 17.159 17.274 16.764 16.436 16.132 15.759 15.453 15.425  0.830 
 2  10.07 -0.73  0.74615 -0.286 3.751  4.546 12.60  0.000 0.00 18.086 18.866 18.856 18.204 17.811 17.455 16.997 16.623 16.580  0.746 
 2  10.07 -0.73  0.87316  0.412 3.778  4.025 12.60  0.000 0.00 16.341 16.862 16.949 16.423 16.085 15.771 15.381 15.062 15.033  0.873 
 2  10.07 -0.73  0.87681  0.445 3.771  3.968 12.60  0.000 0.00 16.258 16.832 16.898 16.348 15.998 15.674 15.268 14.935 14.903  0.877 
 2  10.07 -0.73  0.80091 -0.041 3.775  4.427 12.80  0.000 0.00 17.672 18.210 18.309 17.760 17.413 17.093 16.697 16.371 16.340  0.801 
 2  10.07 -0.73  0.84006  0.172 3.787  4.285 12.90  0.000 0.00 17.240 17.699 17.816 17.317 16.993 16.692 16.325 16.024 15.998  0.840 
 2  10.07 -0.73  0.84586  0.207 3.788  4.256 13.00  0.000 0.00 17.253 17.707 17.823 17.328 17.007 16.708 16.343 16.044 16.017  0.846 
 2  10.07 -0.73  0.86561  0.348 3.785  4.114 13.20  0.000 0.00 17.100 17.575 17.677 17.176 16.851 16.548 16.176 15.872 15.845  0.866 
 2  10.07 -0.73  0.88555  0.533 3.723  3.692 13.50  0.000 0.00 16.938 18.042 17.872 17.115 16.674 16.273 15.735 15.291 15.240  0.886 
 2  10.07 -0.73  0.82730  0.099 3.784  4.338 13.60  0.000 0.00 18.124 18.602 18.716 18.203 17.873 17.567 17.193 16.885 16.857  0.827 
 2  10.07 -0.73  0.87924  0.463 3.762  3.913 14.20  0.000 0.00 17.813 18.476 18.504 17.915 17.548 17.210 16.779 16.427 16.391  0.879 
 2  10.07 -0.71  0.69968 -0.481 3.726  4.613  8.80  0.000 0.00 14.772 15.881 15.702 14.942 14.498 14.102 13.576 13.143 13.090  0.700 
 2  10.07 -0.71  0.86665  0.343 3.784  4.117  9.80  0.000 0.00 13.712 14.194 14.293 13.787 13.460 13.157 12.784 12.479 12.451  0.867 
 2  10.07 -0.71  0.64309 -0.697 3.695  4.669 10.70  0.000 0.00 17.214 18.801 18.377 17.495 16.975 16.525 15.901 15.385 15.316  0.643 
 2  10.07 -0.71  0.88857  0.584 3.714  3.607 11.10  0.000 0.00 14.411 15.649 15.412 14.614 14.154 13.739 13.173 12.706 12.652  0.889 
 2  10.07 -0.71  0.76895 -0.194 3.760  4.504 11.60  0.000 0.00 16.855 17.542 17.573 16.960 16.585 16.243 15.810 15.454 15.417  0.769 
 2  10.07 -0.71  0.75074 -0.272 3.752  4.538 11.80  0.000 0.00 17.250 18.025 18.015 17.366 16.975 16.620 16.166 15.793 15.752  0.751 
 2  10.07 -0.71  0.87833  0.442 3.770  3.966 12.00  0.000 0.00 15.666 16.257 16.314 15.755 15.403 15.078 14.667 14.332 14.300  0.878 
 2  10.07 -0.71  0.83480  0.133 3.785  4.313 12.20  0.000 0.00 16.639 17.114 17.225 16.716 16.388 16.084 15.712 15.407 15.380  0.835 
 2  10.07 -0.71  0.89766  1.665 3.677  2.382 12.20  0.000 0.00 12.807 14.698 14.136 13.148 12.607 12.124 11.433 10.859 10.793  0.898 
 2  10.07 -0.71  0.72589 -0.375 3.739  4.578 12.30  0.000 0.00 18.008 18.938 18.850 18.149 17.733 17.359 16.871 16.470 16.423  0.726 
 2  10.07 -0.71  0.83134  0.113 3.784  4.326 12.40  0.000 0.00 16.887 17.369 17.479 16.965 16.636 16.330 15.956 15.649 15.621  0.831 
 2  10.07 -0.71  0.74641 -0.290 3.750  4.546 12.60  0.000 0.00 18.096 18.893 18.873 18.215 17.820 17.462 17.002 16.625 16.583  0.746 
 2  10.07 -0.71  0.80420 -0.032 3.775  4.420 12.70  0.000 0.00 17.549 18.090 18.184 17.635 17.288 16.969 16.573 16.247 16.216  0.804 
 2  10.07 -0.71  0.75045 -0.273 3.752  4.539 12.80  0.000 0.00 18.253 19.029 19.019 18.369 17.978 17.623 17.168 16.795 16.754  0.750 
 2  10.07 -0.71  0.79068 -0.096 3.769  4.456 13.00  0.000 0.00 18.009 18.603 18.675 18.102 17.745 17.418 17.008 16.672 16.638  0.791 
 2  10.07 -0.71  0.82853  0.097 3.783  4.337 13.30  0.000 0.00 17.827 18.314 18.423 17.906 17.574 17.268 16.892 16.583 16.555  0.829 
 2  10.07 -0.71  0.86005  0.293 3.787  4.173 13.50  0.000 0.00 17.537 18.003 18.108 17.610 17.287 16.987 16.620 16.319 16.293  0.860 
 2  10.07 -0.71  0.87104  0.379 3.781  4.070 13.60  0.000 0.00 17.423 17.927 18.017 17.501 17.168 16.860 16.478 16.167 16.138  0.871 
 2  10.07 -0.71  0.88208  0.467 3.754  3.879 14.50  0.000 0.00 18.102 18.841 18.836 18.213 17.832 17.482 17.031 16.662 16.623  0.882 
 2  10.07 -0.69  0.79367 -0.088 3.770  4.450 10.00  0.000 0.00 14.991 15.588 15.656 15.082 14.726 14.398 13.989 13.653 13.620  0.794 
 2  10.07 -0.69  0.65771 -0.646 3.702  4.654 10.30  0.000 0.00 16.685 18.167 17.792 16.935 16.433 15.997 15.394 14.898 14.833  0.658 
 2  10.07 -0.69  0.64384 -0.698 3.694  4.667 10.60  0.000 0.00 17.116 18.723 18.288 17.401 16.878 16.427 15.800 15.282 15.213  0.644 
 2  10.07 -0.69  0.83979  0.152 3.785  4.296 10.70  0.000 0.00 15.089 15.568 15.675 15.165 14.837 14.534 14.162 13.858 13.831  0.840 
 2  10.07 -0.69  0.65437 -0.658 3.700  4.657 10.80  0.000 0.00 17.216 18.727 18.338 17.473 16.967 16.527 15.919 15.418 15.352  0.654 
 2  10.07 -0.69  0.59857 -0.869 3.670  4.711 11.20  0.000 0.00 18.143 20.157 19.533 18.555 17.956 17.456 16.750 16.165 16.081  0.599 
 2  10.07 -0.69  0.61941 -0.791 3.681  4.691 11.30  0.000 0.00 18.047 19.876 19.334 18.398 17.835 17.359 16.687 16.131 16.055  0.619 
 2  10.07 -0.69  0.65788 -0.645 3.702  4.654 11.80  0.000 0.00 18.183 19.664 19.290 18.433 17.931 17.495 16.893 16.397 16.332  0.658 
 2  10.07 -0.69  0.89404  0.849 3.703  3.299 11.90  0.000 0.00 14.548 15.962 15.637 14.785 14.302 13.868 13.266 12.768 12.710  0.894 
 2  10.07 -0.69  0.78863 -0.111 3.767  4.462 12.00  0.000 0.00 17.048 17.667 17.726 17.143 16.782 16.451 16.037 15.697 15.662  0.789 
 2  10.07 -0.69  0.81793  0.031 3.778  4.379 12.50  0.000 0.00 17.191 17.712 17.809 17.273 16.932 16.619 16.232 15.914 15.885  0.818 
 2  10.07 -0.69  0.80290 -0.045 3.773  4.426 12.50  0.000 0.00 17.382 17.943 18.027 17.468 17.119 16.797 16.397 16.069 16.037  0.803 
 2  10.07 -0.69  0.80402 -0.039 3.774  4.423 12.60  0.000 0.00 17.468 18.025 18.111 17.554 17.205 16.884 16.486 16.158 16.127  0.804 
 2  10.07 -0.69  0.90410  2.424 5.023  6.810 12.60  0.000 0.00 11.310 16.127 17.384 17.728 17.881 18.083 18.527 18.667 18.784  0.573 
 2  10.07 -0.69  0.84501  0.182 3.786  4.272 12.90  0.000 0.00 17.214 17.688 17.794 17.288 16.962 16.660 16.291 15.988 15.961  0.845 
 2  10.07 -0.69  0.87151  0.369 3.781  4.081 12.90  0.000 0.00 16.749 17.255 17.343 16.825 16.492 16.184 15.803 15.492 15.463  0.872 
 2  10.07 -0.69  0.89840  1.545 3.680  2.514 13.00  0.000 0.00 13.907 15.737 15.205 14.235 13.701 13.224 12.544 11.978 11.914  0.898 
 2  10.07 -0.69  0.79080 -0.101 3.768  4.457 13.00  0.000 0.00 18.024 18.633 18.696 18.117 17.758 17.429 17.017 16.678 16.644  0.791 
 2  10.07 -0.69  0.83224  0.110 3.783  4.327 13.10  0.000 0.00 17.596 18.087 18.191 17.673 17.342 17.035 16.659 16.351 16.323  0.832 
 2  10.07 -0.69  0.88747  0.494 3.727  3.745 13.10  0.000 0.00 16.635 17.707 17.548 16.801 16.366 15.972 15.443 15.009 14.959  0.887 
 2  10.07 -0.69  0.80829 -0.018 3.775  4.410 13.20  0.000 0.00 18.015 18.557 18.649 18.099 17.753 17.434 17.039 16.715 16.684  0.808 
 2  10.07 -0.69  0.89656  1.143 3.695  2.974 13.30  0.000 0.00 15.212 16.762 16.371 15.479 14.978 14.530 13.900 13.379 13.319  0.897 
 2  10.07 -0.69  0.86945  0.352 3.783  4.102 13.30  0.000 0.00 17.190 17.687 17.778 17.265 16.935 16.629 16.252 15.943 15.915  0.869 
 2  10.07 -0.69  0.90013  2.344 3.640  1.556 13.50  0.000 0.00 12.411 15.177 14.184 12.978 12.334 11.770 10.932 10.231 10.147  0.900 
 2  10.07 -0.69  0.86656  0.329 3.784  4.130 13.60  0.000 0.00 17.547 18.033 18.128 17.620 17.293 16.990 16.617 16.312 16.284  0.867 
 2  10.07 -0.69  0.84788  0.200 3.786  4.257 13.80  0.000 0.00 18.071 18.542 18.649 18.145 17.819 17.518 17.150 16.848 16.821  0.848 
 2  10.07 -0.69  0.88961  0.561 3.715  3.633 14.30  0.000 0.00 17.668 18.901 18.664 17.868 17.409 16.996 16.432 15.967 15.914  0.890 
 2  10.07 -0.69  0.89834  1.529 3.681  2.533 14.60  0.000 0.00 15.548 17.366 16.840 15.874 15.341 14.865 14.187 13.624 13.560  0.898 
 2  10.07 -0.67  0.61442 -0.815 3.677  4.695  9.60  0.000 0.00 16.407 18.310 17.731 16.779 16.203 15.719 15.034 14.465 14.387  0.614 
 2  10.07 -0.67  0.66694 -0.617 3.705  4.645  9.90  0.000 0.00 16.212 17.647 17.295 16.450 15.956 15.526 14.935 14.447 14.384  0.667 
 2  10.07 -0.67  0.71921 -0.414 3.733  4.586 11.00  0.000 0.00 16.804 17.830 17.689 16.957 16.527 16.144 15.637 15.221 15.171  0.719 
 2  10.07 -0.67  0.62300 -0.783 3.681  4.687 11.20  0.000 0.00 17.926 19.752 19.210 18.275 17.713 17.238 16.568 16.013 15.937  0.623 
 2  10.07 -0.67  0.88958  0.474 3.735  3.799 11.30  0.000 0.00 14.884 15.858 15.742 15.031 14.612 14.232 13.728 13.315 13.268  0.890 
 2  10.07 -0.67  0.79730 -0.076 3.769  4.439 11.60  0.000 0.00 16.561 17.166 17.228 16.652 16.294 15.967 15.557 15.221 15.188  0.797 
 2  10.07 -0.67  0.82777  0.079 3.781  4.345 11.70  0.000 0.00 16.272 16.782 16.879 16.350 16.013 15.704 15.322 15.009 14.980  0.828 
 2  10.07 -0.67  0.84946  0.204 3.784  4.246 12.20  0.000 0.00 16.459 16.946 17.045 16.532 16.204 15.901 15.528 15.223 15.196  0.849 
 2  10.07 -0.67  0.81965  0.036 3.778  4.373 12.20  0.000 0.00 16.881 17.409 17.501 16.961 16.620 16.306 15.917 15.598 15.569  0.820 
 2  10.07 -0.67  0.85185  0.219 3.785  4.234 12.50  0.000 0.00 16.723 17.209 17.308 16.796 16.468 16.165 15.793 15.488 15.461  0.852 
 2  10.07 -0.67  0.89609  0.725 3.706  3.434 12.80  0.000 0.00 15.758 17.139 16.828 15.987 15.508 15.079 14.485 13.993 13.937  0.896 
 2  10.07 -0.67  0.86795  0.318 3.784  4.142 13.50  0.000 0.00 17.476 17.965 18.058 17.548 17.221 16.918 16.545 16.240 16.213  0.868 
 2  10.07 -0.67  0.89487  0.645 3.708  3.525 13.60  0.000 0.00 16.759 18.098 17.808 16.980 16.506 16.082 15.496 15.012 14.957  0.895 
 2  10.07 -0.67  0.85024  0.209 3.784  4.242 13.80  0.000 0.00 18.047 18.534 18.633 18.121 17.792 17.489 17.117 16.812 16.784  0.850 
 2  10.07 -0.67  0.86097  0.273 3.785  4.185 13.80  0.000 0.00 17.886 18.371 18.467 17.959 17.632 17.330 16.958 16.655 16.628  0.861 
 2  10.07 -0.67  0.89709  0.801 3.704  3.350 13.80  0.000 0.00 16.567 17.980 17.654 16.802 16.320 15.887 15.286 14.789 14.733  0.897 
 2  10.07 -0.67  0.86406  0.292 3.785  4.169 14.00  0.000 0.00 18.040 18.524 18.620 18.112 17.786 17.484 17.113 16.810 16.783  0.864 
 2  10.07 -0.67  0.88430  0.445 3.764  3.941 14.30  0.000 0.00 17.957 18.615 18.639 18.053 17.689 17.354 16.929 16.582 16.546  0.884 
 2  10.07 -0.67  0.89379  0.585 3.712  3.596 14.90  0.000 0.00 18.207 19.502 19.233 18.418 17.951 17.532 16.956 16.481 16.427  0.894 
 2  10.07 -0.65  0.18593 -2.182 3.571  5.120  7.30  0.000 0.00 17.525 21.417 20.135 18.668 17.706 16.843 15.856 15.283 15.078  0.186 
 2  10.07 -0.65  0.59157 -0.905 3.665  4.721 11.00  0.000 0.00 18.033 20.151 19.481 18.479 17.859 17.348 16.624 16.024 15.938  0.592 
 2  10.07 -0.65  0.84783  0.161 3.784  4.286 11.70  0.000 0.00 16.067 16.560 16.657 16.140 15.810 15.506 15.132 14.826 14.798  0.848 
 2  10.07 -0.65  0.75423 -0.282 3.748  4.535 11.80  0.000 0.00 17.276 18.111 18.066 17.396 16.996 16.637 16.172 15.791 15.748  0.754 
 2  10.07 -0.65  0.67171 -0.608 3.706  4.642 11.90  0.000 0.00 18.190 19.622 19.269 18.425 17.933 17.504 16.914 16.428 16.365  0.672 
